No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,ALE
19.7,80.3,23.9,27.7,17.3,6.8,78
28.2,73.9,21.9,25,13.1,5.7,78.5
NA,NA,NA,NA,NA,NA,77
22.7,75.8,NA,NA,20.2,12.2,66.6
32.7,74,26.4,29.8,14.3,6.2,78.5
NA,NA,NA,NA,NA,NA,77
37.5,82.2,30.3,34.4,17.3,7.4,79.2
25.6,83.7,23.5,25.1,22.5,5.6,79.2
22.4,80.3,22.7,33.4,28.8,5.1,66.6
17,78.1,14.5,23.4,20.5,6.2,79
19.8,83.9,18.9,18.7,20.6,4.3,78.5
31.1,74,29.3,17.5,30.4,7.2,77
23.1,81,22.9,24.2,15.9,6.2,79.1
23.3,NA,26.6,35.8,16,12.8,77
33.2,80,31.1,32.4,20,7.4,76.8
20.5,83.2,21.5,26.3,22.3,5,77.5
NA,NA,NA,NA,NA,NA,66.6
34.5,77.4,24.8,NA,14.4,11.8,79.1
20,82.1,21.7,22.6,22.3,5.3,78.5
27.9,73.8,22.3,31.4,16,6,78.3
NA,NA,NA,NA,NA,6.5,75
39.4,75.6,31.7,34,31.3,8.4,74.1
27.5,72.8,25.6,26.7,25.9,13,76
33.6,67.8,24.7,38.7,27.2,10.1,75.5
NA,76.1,20.6,24.1,28.1,7.9,73
NA,NA,NA,NA,NA,4.8,74.6
30.3,68.6,30.3,28.1,19.5,7.4,75
38.8,NA,27.8,NA,25.6,13.7,73.4
34.7,NA,NA,NA,NA,9,75.1
30.7,68,25.8,23.8,26.7,8,75.1
31.6,77.2,28.9,30.9,20.4,10.3,75.4
NA,NA,NA,NA,NA,2.6,75
34.5,73.3,NA,28,32.5,9.1,74.3
24.7,68.3,20,25.2,27.1,6.6,75.7
NA,NA,NA,NA,NA,NA,75.4
NA,NA,NA,NA,NA,8.4,74.2
41.9,69.8,27.5,37.2,29.6,4.3,73.9
NA,NA,NA,NA,NA,7.9,73.4
NA,NA,NA,NA,NA,NA,73.5
NA,NA,NA,NA,NA,NA,74
NA,NA,NA,NA,NA,8.2,74.3
NA,NA,22.8,32.4,NA,17.1,74.4
26.2,69.9,20.1,27.2,28.9,6.6,75.8
31.3,NA,NA,22.5,28.5,10.5,75
34.9,75.7,25.5,36.4,23.9,10.1,75.3
32.8,65.4,28.1,22.6,24.6,7.8,74.8
26.6,68.4,25.1,26.9,24.6,7.3,76.2
NA,NA,NA,NA,NA,10.3,74.2
NA,NA,NA,NA,NA,7,73.5
30.9,71.1,30.5,27.3,28.5,11.7,76.1
32,72.1,27.8,28.6,21.3,7.7,73.2
NA,NA,NA,NA,NA,10,74.6
NA,NA,NA,NA,NA,6.2,73.8
NA,NA,NA,NA,NA,11.2,74
33.7,65,25,36.4,23.8,11.9,75.8
28.9,69.1,21.8,24.6,28.4,9.1,76.4
40.5,78,30.6,32.5,36.8,9.4,74.2
NA,NA,NA,NA,NA,NA,74.6
NA,NA,NA,NA,NA,NA,75.5
NA,NA,NA,NA,NA,8.5,74.2
NA,NA,NA,NA,NA,NA,74.2
NA,NA,24.7,33.8,30.7,8.5,75.5
34.5,74.1,21.3,27.8,27.6,8.1,75.5
30.5,NA,32.7,NA,25.9,11.8,73.1
NA,NA,NA,NA,NA,7.2,75
26,NA,26.3,36.9,26.5,8.7,76.1
NA,NA,NA,NA,NA,10.9,74.2
17.8,67.2,15.2,20.2,17.2,5.6,78.8
22.6,71.6,24,27.5,29.1,7.1,75.8
40.9,65.7,29,32,28.3,12.1,75.5
32.6,71.2,25.3,34.7,25.4,12.4,76.3
29.9,NA,NA,24.4,NA,5.6,75.1
19.3,NA,NA,NA,NA,6,73.9
NA,88.4,NA,NA,25,6.5,73.9
NA,NA,NA,NA,NA,NA,74
28.2,NA,NA,NA,26.6,12.4,72.7
33.9,74.4,21.4,36.7,22.6,9.5,75.4
NA,NA,NA,NA,NA,NA,73.4
28.5,71.8,28.7,34.4,24.9,7.5,76.9
27.9,69.6,23.4,27,22.4,7.5,74.8
NA,NA,10.7,NA,NA,15.3,73.5
30.3,NA,19.4,25.6,NA,6.3,74.6
NA,NA,NA,NA,NA,4.4,73.8
37.1,NA,24.9,32.8,32.3,7.3,75
33.1,76.5,29.4,38.9,32.8,9.9,73
NA,NA,NA,NA,NA,11.8,74.9
NA,NA,NA,NA,NA,9.1,73.4
35.8,78.4,24.6,37.1,36.3,5.1,75.9
38.2,77.4,28.6,36.6,34.9,7.3,73.4
36.3,NA,NA,29.9,27.1,8.7,75.4
NA,NA,16.4,NA,NA,4.4,74.2
43.2,71.1,29.3,33.2,27.3,10.6,74.2
NA,NA,NA,NA,NA,10.3,74
NA,NA,NA,NA,NA,9.5,73.5
41.6,71.4,25.9,32.3,26.6,13.3,74.9
27.3,67.4,25.2,27,22,8.6,75.4
NA,NA,NA,NA,NA,NA,74.2
NA,NA,NA,NA,20.5,12.9,73.9
34.7,NA,NA,NA,31.8,10,73.8
42.1,70.3,18.3,27,24.6,10.1,75.6
NA,NA,NA,NA,18.6,9.1,73.9
NA,NA,18.5,24.7,26.7,3.5,73.5
39.2,NA,34.4,28.5,22.9,10.6,74
NA,NA,NA,NA,NA,NA,74.2
NA,NA,NA,NA,NA,9.7,74.4
NA,NA,NA,NA,NA,NA,74
NA,NA,14.2,NA,NA,11.1,74.4
NA,NA,NA,NA,NA,NA,74
39.2,NA,25.2,28.9,38.5,11.2,75.5
NA,NA,NA,NA,NA,NA,75.5
25.6,69.3,22.4,25.7,23.5,9,76
NA,NA,NA,NA,NA,NA,73.9
38.5,NA,NA,NA,NA,7.1,72.4
37.3,71.4,32.7,34.9,34.7,13.3,74.8
28.5,63.3,28.2,31,28.5,8.7,76.4
32.7,74.2,24.5,34.5,25.6,8.8,75.2
NA,NA,NA,NA,NA,NA,77
NA,NA,NA,NA,NA,NA,75.3
NA,NA,NA,NA,NA,NA,76.9
NA,NA,NA,NA,NA,NA,75.4
NA,NA,NA,NA,NA,NA,77.9
NA,NA,NA,NA,NA,NA,77.3
27.8,76.2,22.5,25.1,20,6.6,76.3
NA,NA,NA,NA,NA,NA,77
NA,NA,NA,NA,NA,NA,76.8
NA,NA,NA,NA,NA,NA,75
NA,NA,NA,NA,NA,NA,76
22.2,80.1,23.3,17.3,17.3,4.6,78.3
NA,NA,NA,NA,NA,NA,76.3
NA,NA,NA,NA,NA,NA,75.4
NA,NA,NA,NA,NA,NA,75.4
NA,NA,NA,NA,NA,NA,75.2
NA,NA,NA,NA,NA,NA,77.7
NA,NA,NA,NA,NA,15.3,75
28.4,79.4,29.5,NA,23.7,9.3,75.4
NA,NA,NA,NA,NA,NA,76.8
24.4,74.8,23.9,21.8,25.5,6.1,75.5
NA,NA,NA,NA,NA,11.5,76.5
24.4,77.4,23.6,19.3,18.7,8.1,78.3
NA,NA,NA,NA,15.3,6.2,77
NA,NA,NA,NA,NA,NA,74
NA,NA,NA,NA,NA,5.4,74.5
NA,NA,NA,NA,NA,7.6,77
NA,NA,NA,NA,NA,NA,77
NA,NA,NA,NA,NA,NA,76.3
NA,NA,NA,NA,NA,NA,77
19.5,81.1,15.2,22,15,4.1,78.9
NA,NA,NA,NA,NA,NA,75.7
NA,88.3,NA,NA,12.5,8.1,77
NA,NA,NA,NA,NA,NA,74.4
NA,NA,NA,NA,NA,NA,75.4
NA,NA,NA,NA,NA,NA,77
24.9,79,28.6,28.4,27.4,9.3,75.4
NA,NA,NA,NA,NA,NA,75.4
NA,NA,18.5,NA,16,5.8,78.8
NA,NA,NA,NA,NA,NA,76.2
NA,NA,NA,NA,NA,NA,76.3
NA,NA,NA,NA,NA,NA,76.4
NA,NA,NA,NA,NA,5.2,76
NA,NA,NA,NA,NA,NA,76.5
28,71.3,23.7,NA,29.2,7.1,75.4
27.9,77,24.1,28.9,25.2,9.3,74.4
NA,NA,NA,NA,NA,NA,74.9
25,NA,23.6,NA,24,11.1,78.1
NA,NA,NA,NA,NA,6.8,77.3
NA,NA,NA,NA,NA,NA,76.3
NA,NA,NA,NA,NA,NA,75.2
NA,NA,NA,NA,NA,NA,75.9
NA,NA,NA,NA,NA,NA,75.2
NA,NA,24.5,NA,19.3,9.5,73.9
NA,NA,NA,NA,NA,NA,78.1
29.6,81.3,NA,NA,27.9,10.1,72
26.5,74.7,22.6,22.2,18.8,5.9,76.3
38.5,NA,31,NA,24,5.4,74.7
NA,NA,NA,NA,NA,NA,77.3
NA,NA,NA,NA,NA,NA,77
19.7,78.8,26.1,19.4,17.4,7,78.7
NA,NA,NA,NA,NA,NA,75.9
32.2,75.6,25.4,NA,22.6,9.9,74.5
33.6,78,31.1,18.7,15.7,7.1,80.2
22.3,NA,NA,NA,16.6,8.5,75
NA,NA,NA,NA,NA,1.1,76.6
NA,NA,NA,NA,NA,4.3,77
NA,NA,29.4,NA,NA,12,75.9
23.5,NA,22.4,NA,22.9,11.1,75
NA,77.7,NA,NA,NA,6.3,73.3
NA,NA,NA,NA,NA,3.6,74.5
NA,NA,NA,NA,NA,NA,77.9
20.7,NA,NA,NA,NA,8.8,75.1
NA,NA,NA,NA,NA,15.9,76
NA,NA,NA,NA,NA,NA,76.2
NA,NA,NA,NA,NA,NA,75
NA,NA,NA,NA,NA,2.6,76.6
NA,NA,NA,NA,NA,11.9,75.6
NA,NA,NA,NA,NA,8.1,74.6
NA,NA,NA,NA,NA,NA,77.9
35.7,75.3,30.3,35.5,20.5,11.1,74.8
NA,NA,NA,NA,NA,NA,77.7
NA,NA,NA,NA,NA,8.5,76.1
27.5,78.1,25.7,28.1,25,9.1,75.5
NA,NA,NA,NA,NA,NA,76.2
NA,NA,NA,NA,NA,NA,77.1
NA,79.3,16.2,NA,30.1,9.4,74.4
NA,NA,NA,NA,9.4,4.2,78.1
NA,NA,NA,NA,NA,11.2,76.6
NA,NA,NA,NA,NA,NA,78.5
NA,NA,NA,NA,NA,NA,75.4
27.6,NA,16.4,NA,20.5,4.1,78.3
NA,NA,NA,NA,NA,NA,78.8
NA,NA,NA,NA,NA,NA,77
NA,NA,NA,NA,NA,NA,76.8
NA,NA,NA,NA,NA,NA,76.7
NA,NA,NA,NA,NA,NA,77
38.4,NA,28.6,NA,28.6,9.9,74.7
NA,NA,NA,NA,NA,NA,76.5
27.3,76.4,25.3,20,31,7.9,76.7
NA,NA,NA,NA,NA,NA,76
NA,NA,NA,NA,NA,NA,75.4
NA,NA,NA,NA,NA,9,76.3
NA,NA,NA,NA,NA,10.2,76.6
NA,NA,NA,NA,NA,NA,74.4
NA,NA,NA,NA,NA,6,72.6
NA,NA,NA,NA,NA,14.4,74
NA,NA,NA,NA,NA,NA,75.9
NA,NA,NA,NA,NA,NA,77.1
NA,NA,10.8,NA,NA,NA,77.8
26.1,77.9,30.6,25.5,19.5,9.1,76.9
NA,NA,NA,NA,NA,NA,75.5
26.7,75.6,25.5,32.1,24.7,8.4,76
NA,NA,NA,NA,NA,NA,75.4
NA,NA,NA,NA,NA,NA,75.4
26,72.9,26.2,29.2,22.2,7.2,75.8
NA,NA,NA,NA,NA,NA,77.1
NA,NA,NA,NA,NA,NA,74.9
NA,NA,NA,NA,NA,NA,73.5
NA,NA,NA,NA,NA,NA,77
NA,NA,NA,NA,NA,NA,75.4
NA,NA,NA,NA,NA,NA,77.8
NA,NA,NA,NA,21.5,9.4,74.4
NA,NA,NA,NA,NA,11.2,78.1
NA,NA,NA,NA,NA,13.1,77.3
NA,NA,NA,NA,NA,NA,75.4
25.2,NA,23.2,19.1,20.5,6.2,77.1
NA,NA,NA,NA,NA,10,75.7
NA,NA,NA,NA,NA,NA,76
NA,NA,NA,NA,NA,NA,76.2
NA,NA,NA,NA,NA,NA,75
23.1,78.3,24.9,22.3,17.1,7.4,75.9
NA,NA,NA,NA,NA,NA,77
NA,NA,NA,NA,NA,NA,77.3
NA,NA,NA,NA,NA,NA,73.5
NA,NA,NA,NA,NA,NA,76.3
34.5,81.9,27.8,NA,25.6,9.8,75.2
NA,NA,NA,NA,NA,9.3,74.6
NA,NA,NA,NA,NA,NA,74.6
NA,NA,NA,NA,NA,NA,76
28.6,76.8,30.9,28.6,23.8,9.4,76.3
NA,NA,NA,NA,NA,NA,75.9
NA,NA,NA,NA,NA,NA,77.3
NA,NA,NA,NA,NA,NA,75.2
26.3,76.4,31.6,NA,32.3,10,73.7
NA,NA,NA,NA,NA,9.3,73.7
NA,NA,NA,NA,NA,13.7,76.3
26.5,70.8,23.8,18.7,22.5,7.5,76.1
NA,NA,NA,NA,NA,NA,76.8
NA,NA,NA,NA,NA,NA,76.8
NA,88.4,25.4,NA,26.3,9,73.8
30.6,82,17.8,24,26.7,8.3,72.9
NA,NA,NA,NA,NA,NA,77.9
NA,NA,NA,NA,NA,NA,75.1
32.5,79.5,24.8,NA,28.5,5.8,74.8
23.7,79.4,30.7,27.1,22.7,7.8,78.8
NA,NA,NA,NA,NA,NA,76.9
NA,NA,NA,NA,NA,NA,76.8
NA,NA,NA,NA,NA,NA,74.7
NA,NA,NA,NA,NA,NA,77.9
NA,NA,NA,NA,NA,NA,75.2
NA,NA,NA,NA,NA,NA,75.9
NA,NA,NA,NA,NA,NA,74
NA,NA,NA,NA,10.5,3.5,77.5
NA,NA,NA,NA,NA,NA,76
25.2,76.4,32,25.3,22.8,3.8,76.1
NA,NA,NA,NA,NA,NA,75.5
NA,NA,27.3,NA,19.2,4.7,75.2
NA,NA,NA,NA,NA,NA,73.1
NA,NA,NA,NA,NA,NA,75.2
NA,NA,NA,NA,NA,NA,75.2
29.1,NA,28.9,NA,20.1,10.4,75.5
NA,NA,NA,NA,NA,NA,77.8
NA,NA,NA,NA,NA,NA,76.9
NA,NA,NA,NA,NA,NA,76.2
NA,NA,NA,NA,NA,NA,76.2
NA,NA,NA,NA,NA,9.2,73.1
20.4,77.1,19.1,25.6,16.1,3.5,78.5
NA,NA,NA,NA,NA,NA,77.3
33.2,78,28.1,27.7,21,9.6,76
NA,NA,NA,NA,NA,NA,75.2
NA,NA,NA,NA,NA,NA,79.6
NA,NA,NA,NA,NA,NA,75
NA,NA,NA,NA,NA,NA,76.2
NA,NA,NA,NA,NA,NA,77
NA,NA,NA,NA,NA,NA,76.9
NA,NA,NA,NA,NA,NA,76.3
24.9,77.2,22.6,25.2,21.2,6.9,76.3
NA,NA,NA,NA,NA,NA,76.8
22.8,79.5,27,30.8,23,9.9,76
NA,NA,NA,NA,NA,NA,76.9
NA,NA,NA,NA,NA,NA,76.8
NA,NA,NA,NA,NA,NA,75.6
NA,NA,NA,NA,NA,NA,75.7
25.1,80.1,19.8,NA,19.2,4.9,76.2
19.2,73.1,18.7,16.3,19.6,5.8,78.2
NA,NA,NA,NA,NA,NA,75.2
NA,NA,12.1,NA,16.5,2.1,73.8
NA,NA,NA,NA,NA,11.1,74.4
NA,NA,NA,NA,NA,NA,76.3
NA,NA,NA,NA,NA,NA,75.3
NA,NA,NA,NA,NA,NA,76.8
NA,NA,NA,NA,14.8,15.7,76.9
26.6,NA,20,NA,24.3,5.7,75.1
30.9,NA,30.3,NA,28.7,11.4,76.7
23.7,NA,24.4,NA,22,8.2,74.9
NA,NA,NA,NA,NA,NA,75.7
NA,NA,NA,NA,NA,NA,75.3
NA,NA,NA,NA,NA,3.5,76.6
29.9,78.1,23.8,14.1,24.3,6.8,78.5
NA,NA,NA,NA,NA,NA,78.5
NA,NA,NA,NA,15.6,11.8,76.8
NA,NA,NA,NA,NA,NA,75.2
28.8,84.3,26.7,28.9,20.6,7.7,75.1
NA,NA,NA,NA,NA,NA,75.6
NA,NA,NA,NA,NA,NA,78.5
22.3,75.8,22.3,19.1,19.9,5.1,79.7
21.1,NA,NA,NA,19.3,5.8,77.8
NA,NA,NA,NA,NA,NA,75.5
26.6,NA,28,NA,23.4,8.3,75.2
26.3,81.4,24.8,NA,26.9,9.2,75.3
22.2,NA,NA,NA,24.3,14.3,75.5
NA,NA,NA,NA,NA,NA,76.8
NA,NA,NA,NA,NA,NA,75.8
NA,NA,NA,NA,NA,NA,77.7
NA,NA,NA,NA,NA,NA,75.4
NA,NA,NA,NA,NA,NA,76.6
28.9,NA,20.7,NA,NA,6.7,77
NA,NA,NA,NA,NA,5.5,76.4
17,NA,NA,NA,9.7,9.3,76.6
NA,NA,NA,NA,NA,5.1,76.2
38.4,80.9,35.7,NA,26.2,8.9,75
39.2,80.2,32,23.2,13.9,10.2,80.1
NA,NA,NA,NA,NA,NA,73.5
NA,NA,NA,NA,NA,NA,76
30.3,85.2,NA,NA,NA,11.2,73.5
NA,NA,NA,NA,NA,NA,76.8
NA,NA,NA,NA,NA,NA,75.7
19,NA,19.8,NA,NA,3,75
NA,NA,NA,NA,NA,NA,75.2
NA,NA,NA,NA,NA,NA,75
NA,NA,NA,NA,NA,NA,76.5
NA,NA,NA,NA,NA,16,75.2
NA,NA,NA,NA,NA,NA,76
NA,NA,NA,NA,NA,NA,75.4
17.1,79.7,20.7,20.5,15,3.3,79.7
NA,NA,NA,NA,NA,NA,75.2
NA,NA,NA,NA,NA,7.5,76.3
26,84,25.4,NA,23.2,8.4,78.8
NA,NA,NA,NA,NA,NA,76
NA,NA,NA,NA,NA,NA,75.4
NA,NA,NA,NA,NA,6.4,76.3
18.3,91.4,21.8,NA,NA,9.8,76.7
NA,NA,NA,NA,NA,NA,75.8
14.8,80.2,19.7,18,9.7,4.9,79.4
24.9,85.8,24.5,27.4,19.6,5.8,76.3
21.5,81.6,23.6,21.7,19.6,5.2,77.6
NA,NA,16.8,NA,NA,4.8,77.8
19.9,72.3,17.6,23.9,22.9,7.1,77.6
26.5,NA,17.1,NA,13.2,3.5,76.9
18.3,79.8,17.8,27.9,15.3,5.8,79.4
22.6,88.3,24.8,NA,17.5,5.4,76.9
14.2,NA,NA,NA,18.8,5.1,77.8
26.5,84.7,22.9,27.1,12.3,6,76.9
11.4,NA,NA,NA,10.2,3.3,80.8
NA,NA,NA,NA,NA,NA,77.6
NA,NA,NA,NA,NA,NA,80.6
17.3,78.6,20.1,20.2,13.6,5.2,78.1
22.1,81.5,19.3,23.4,8.3,5.7,77.8
18.7,81.2,19.4,22.9,10.7,6.1,77.9
19.3,86.7,26,27.6,10.7,4.7,78.4
24.4,86.4,20.4,23.7,15.5,4.1,77.9
12.9,73.9,10.2,14.3,8.7,2.4,80.8
22.4,81.9,25.2,26.5,16.9,7.6,77
24.7,81.5,24.5,20.1,20.1,7.1,76.3
16.1,79.3,18.5,15.7,6.3,4.7,79
17,75.9,18.1,22.9,9.3,3.5,79
17.3,75.3,19.3,21.7,9.9,5.4,80.7
NA,NA,14.4,NA,7.4,4.9,77.6
20.1,81.3,21.8,20,14.6,5.7,77.6
16.5,77.2,18.4,15.8,6.2,5,80.6
26.3,84.2,22.1,29.1,19.4,6.6,79
NA,NA,NA,NA,NA,NA,76.3
25.8,79.4,23.8,24.9,16.1,10.9,76.8
24.1,76.1,22.6,23.4,24,6.3,76.9
18.4,69.2,21.3,26.9,15.3,4.2,78.7
18.3,64.1,20,21.2,19.7,5.8,78
21.4,69,19.9,23.2,20.6,5.5,78.6
24.6,72.4,21.5,26.2,22.9,7.5,77
18.6,68.8,19.7,24.8,19.5,5.8,78.6
21.4,74.2,21.6,24.1,22.8,6.3,77.3
18.5,69.7,19.3,22,20.9,6,78
18.7,66.5,18.6,23.6,19.9,4.8,78
18.7,68.3,18.4,22.9,19.5,5.1,79
21.4,71.4,19.2,25.7,19.5,6.9,77.9
21.8,73.2,21.1,25.4,21.4,6,77.3
14.9,66.3,15.8,20,17.1,4.2,78.7
26,73.9,22.1,19.8,26.2,7.3,77
26.5,NA,29.2,NA,30.1,5.8,75.7
33.4,80.7,27.6,37,22.6,6.6,72.6
33.2,NA,28.2,NA,NA,12.3,75.2
45.2,79.6,28.9,NA,20.9,8.8,69.8
30.8,81,23.5,NA,NA,2.9,75
NA,NA,NA,NA,16.3,8.1,76.2
NA,NA,NA,NA,9.3,5.4,75.7
39.4,81.8,29.9,NA,35.3,10.9,73.2
11.5,76.4,17.5,14.6,13.4,2.7,79.1
28.1,NA,NA,NA,NA,8.7,75.8
NA,NA,NA,NA,NA,15.9,74.8
NA,NA,NA,NA,NA,6.9,77.3
NA,NA,NA,NA,NA,6.5,76.6
32.6,84.4,26.4,27.3,24.3,7.4,74
NA,NA,NA,NA,NA,NA,76.2
NA,NA,NA,NA,NA,7.7,75.9
42.5,79.9,29.7,NA,42.6,12.4,72.4
16.9,77,23.6,17.1,17.9,4.6,77.8
NA,NA,NA,NA,NA,4.5,75.9
21.2,NA,NA,NA,NA,5.8,76.9
NA,NA,22.8,NA,21,9.9,74.9
NA,NA,NA,NA,NA,14.4,75.7
NA,NA,NA,NA,NA,10.2,73.7
30.1,NA,24.5,NA,26.4,5.1,76
23.1,NA,21.4,22.4,NA,7.3,76.8
12.2,66.6,13.6,17.1,15.4,5.2,80.1
30.2,74.5,24.8,32.4,21.9,7.9,74.5
NA,NA,13.7,NA,21.4,8.9,76.5
32,80.1,30.9,32.2,27.3,10.6,75.9
NA,NA,NA,NA,NA,5.8,76.7
27.6,NA,21.1,NA,NA,5.3,75.3
17.2,NA,19.8,22.4,22.5,6,77.5
21.9,71.8,23.5,24,20.6,7.3,77.4
40.2,80.4,31.9,34.9,32.5,8.3,75.2
NA,NA,NA,NA,NA,NA,77.5
NA,NA,26,26.5,14.8,10.5,75.7
23.5,74.2,27.5,24.4,21.2,5,77.4
23.2,81.2,28.4,29.8,26.6,6.5,76.1
20.3,70.3,19.2,30.9,13.2,9.4,78
NA,NA,21.3,NA,NA,8.9,76.3
26.5,72.1,20.9,24.2,21.5,4.1,79.1
29.9,76.9,29.8,36.3,28.6,7.7,74.1
34.3,NA,28.2,35.7,29.2,9,75.3
NA,NA,NA,NA,19.7,8.5,77.2
31.2,NA,22.8,NA,NA,6.1,75
NA,NA,NA,NA,NA,10,74.4
22.7,73.7,21.3,21.8,21.8,6.3,76.6
21.9,78.7,23.3,23.3,19.2,4.8,78.1
NA,NA,NA,NA,NA,NA,77.4
NA,NA,25.8,NA,17.8,7.2,72.9
NA,NA,NA,NA,NA,NA,76
NA,NA,NA,NA,NA,NA,73.3
30.9,79.2,25.9,34.5,26.3,8.9,74.7
28.1,NA,25.2,19.6,32,10.1,75.8
30.2,77.8,24.1,27.7,24.1,8.9,75.8
NA,NA,NA,NA,NA,8.5,75.1
32.8,79.5,31.4,34.2,28.3,14.6,73.4
35.2,NA,25.2,18.3,32.4,7.7,75.3
17.4,NA,16.7,21.4,10.9,6.2,78.5
22,75.2,27.6,26.6,24.3,9.8,77.5
23.6,76.1,22.3,28.9,21,6.7,74.8
33.3,76.2,26,28.5,21.3,12.7,74.9
30.9,83.9,25.2,NA,23.7,8.5,73.3
NA,NA,NA,NA,NA,NA,74.7
40.3,83.6,24.3,NA,34.2,6.5,75
28.5,NA,27.1,27.8,15.1,7.7,77.8
35.6,78.1,32.4,NA,25.8,11.8,71.7
NA,NA,NA,NA,19.6,19.1,73.7
23.7,77.9,24.2,24.1,23.5,7.5,76.4
NA,78.6,32.8,32.7,22.2,8.2,72.8
34.4,91.5,20.7,NA,28.4,10.2,74.5
23.8,NA,NA,NA,NA,12.8,75.3
28.6,87.8,NA,NA,23.5,12.4,76.5
27.1,NA,30.8,27.8,25,9.2,76.7
28,75.8,26.4,32.1,20.5,7.1,75.6
NA,NA,NA,20.5,NA,2.3,74.6
42.4,79.1,25.1,19.3,26.1,8.2,74
NA,NA,NA,NA,NA,10.6,77.3
35.2,76.5,23.7,NA,26.1,6.7,74.6
NA,NA,NA,NA,NA,NA,76.9
NA,NA,NA,NA,17.7,9.2,74.8
29.4,76.7,21.6,NA,22.8,9,76.5
30,80.3,27,28.4,25.8,9.1,73.6
18.3,64.9,16.5,24.2,17.1,4.4,78.1
NA,NA,NA,NA,NA,3.5,73.3
19.3,72,24.8,25.5,18.1,5.5,77.5
35.4,76.4,29.6,NA,28.8,8.2,76.4
NA,NA,NA,NA,NA,NA,79.1
21.9,77.6,18.6,24.6,21.4,5.5,76.7
NA,NA,NA,NA,NA,NA,75.7
30.2,80.5,24.1,25.4,24.2,8.7,75.1
30.4,79.4,24.2,29.6,20.8,8.3,76.1
NA,NA,NA,NA,NA,NA,72.9
15.2,NA,15,NA,NA,3.8,77.1
31.6,81,25.5,21,27.9,8.9,74.7
18.6,67.6,15.9,18.4,18.6,7.6,78.1
NA,NA,NA,NA,NA,NA,77.5
25.3,NA,NA,NA,NA,6.9,74.1
NA,NA,NA,NA,NA,13.7,75.8
NA,NA,NA,NA,NA,NA,76.3
34.8,83.5,33.4,32.2,32.5,11.6,75.8
18.6,NA,11.7,21.2,14.2,6.8,78.1
21,78.5,22.7,22.1,22.1,5.5,75.9
NA,NA,NA,NA,NA,9.9,77.5
NA,NA,NA,NA,NA,NA,74.6
NA,NA,NA,NA,NA,NA,76.1
36.8,75,29.3,31.1,26.6,13.8,72.7
NA,NA,NA,NA,NA,NA,73.3
14.6,71.5,15.1,19.4,14.7,3.6,80.9
NA,NA,NA,NA,NA,11.8,76.1
28.7,75.7,21,NA,28.5,5.1,76.9
NA,NA,NA,NA,NA,NA,80.9
NA,NA,NA,NA,NA,NA,80.1
22.2,67.8,22.2,32.6,21.4,7.5,77.5
NA,NA,NA,NA,NA,10.9,74.4
15,NA,24,16.3,NA,3.7,76.6
NA,NA,20,NA,NA,11.9,76.5
NA,NA,NA,NA,NA,6.1,75.1
24.5,75.6,23.8,24.6,21.5,6.9,75.6
15.3,NA,16.6,NA,9.4,3.4,77.1
20.5,NA,14.7,NA,11.1,1.9,76.8
31.6,NA,25.8,NA,31.2,9.9,73.1
NA,NA,NA,NA,NA,NA,76.3
20.9,83.5,29.2,25,31.2,7.5,76.7
19.7,73.4,24,28.3,27.6,9.2,75
13.2,NA,16.6,19.7,21.3,10.3,77.4
NA,NA,NA,NA,NA,NA,77.4
NA,NA,NA,NA,NA,2.8,74.6
19.4,70.9,21.2,20.7,23.5,8.6,77.7
21.5,75.4,26,24.7,28.5,8.5,74.7
23,75.1,24.9,26.5,21,6.6,73.3
NA,NA,NA,NA,22.1,17.3,75.7
NA,NA,NA,NA,NA,NA,73.4
31.8,80.2,37.4,31.6,26,9.7,69.6
NA,NA,NA,NA,NA,NA,78.5
28.6,NA,21.5,29.6,22.6,6.6,76.6
31,78,30.7,27.1,22.4,12,72.8
NA,NA,NA,NA,NA,8.7,75.2
NA,NA,20.2,NA,NA,6.5,75.8
26,69.6,24.8,26.6,26,8.2,71.1
30.1,77.8,21,28.1,29.4,8.7,73.6
25.6,NA,23.7,19.7,NA,6.9,78
NA,NA,NA,NA,NA,5.5,75.1
20.7,NA,NA,NA,NA,8.4,76.7
NA,NA,NA,NA,NA,6.5,77.3
NA,87.7,NA,NA,NA,7.5,76.7
33.5,NA,21.9,NA,27.4,15.6,73.9
25.8,80.4,26.1,27,17.7,6.9,74.2
19.8,75.3,19.5,20.6,21.5,5.1,77.8
NA,NA,NA,NA,NA,6.6,73.3
NA,NA,NA,NA,NA,10,77.4
NA,NA,NA,NA,NA,NA,79.9
31.8,77.7,32,42.4,21.5,11.7,74.2
21.4,NA,NA,NA,22.1,3.1,75.2
18,72.8,21.7,23.1,25.1,5.8,77.4
22.2,72.1,22.7,24,17,5.7,76.9
29.7,83.9,22.6,27.3,29.1,8.9,74.6
NA,NA,NA,NA,NA,NA,77.4
22.5,77.8,28.1,22.4,17.4,6.3,76
12.1,NA,18.6,22.5,15.1,3,79.9
NA,NA,NA,NA,NA,NA,76.2
NA,NA,NA,NA,NA,12.2,75.1
27.4,NA,NA,NA,27.4,15.5,76.7
30,75,20.8,27.3,16.2,6.3,75.5
35.1,79.3,30.7,NA,29.2,7.8,73.4
39.1,76.8,29.7,NA,34.6,10.2,75
